age,gender,platform,location,demographics,profession,income,indebt,owns property,total time spent,number of sessions,video category,video length,importance score,time spent on video,number of videos watched,scroll rate,frequency,productivityloss,satisfaction,watch reason,devicetype,os,watch time,self control,currentactivity,connectiontype,age_group
41,non-binary,Facebook,United States,Sub_Urban,Marketer Manager,10350,False,False,300.0,17.0,Sports,299.8087860992867,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Evening,25.20095659738548,4.816356029740797,Habit,Smartphone,Windows,14.0,7.011073020732527,At home,Mobile Data,36-41
53,non-binary,Facebook,Australia,Rural,Student,17314,False,True,300.0,17.0,Sports,299.8087860992867,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Evening,25.20095659738548,4.816356029740797,Entertainment,Smartphone,iOS,14.0,7.011073020732527,At work,Mobile Data,48-53
57,Female,Instagram,United Kingdom,Urban,Software Engineer,11928,False,True,360.0,12.0,Lifestlye,17.0,5.06809149300772,16.0,25.773938795656463,52.70482860695771,Morning,5.5,4.816356029740797,Habit,Smartphone,MacOS,8.0,7.011073020732527,At work,Mobile Data,54-59
41,non-binary,YouTube,United States,Rural,Student,17743,True,True,540.0,14.0,Travel,182.95511411437167,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Afternoon,25.119700715064823,4.816356029740797,Habit,Tablet,iOS,17.0,7.011073020732527,Commuting,Mobile Data,36-41
20,Male,Facebook,United Kingdom,Sub_Urban,Software Engineer,18540,True,True,360.0,17.0,Sports,299.8087860992867,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Afternoon,25.20095659738548,4.816356029740797,Boredom,Computer,Android,17.0,7.011073020732527,Commuting,Mobile Data,18-23
39,Male,Instagram,United States,Sub_Urban,Student,14732,True,True,480.0,9.4,Travel,18.2,5.06809149300772,10.833333333333334,25.773938795656463,52.70482860695771,Night,4.5,4.816356029740797,Boredom,Smartphone,Android,21.0,7.011073020732527,At work,Mobile Data,36-41
19,Female,Instagram,United Kingdom,Rural,Marketer Manager,11017,False,True,420.0,12.0,Sports,19.5,5.06809149300772,14.75,25.773938795656463,52.70482860695771,Evening,6.75,4.816356029740797,Habit,Smartphone,iOS,14.0,7.011073020732527,At home,Mobile Data,18-23
41,Female,Facebook,United States,Sub_Urban,Student,12226,False,False,540.0,17.0,Sports,299.8087860992866,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Evening,25.20095659738548,4.816356029740797,Boredom,Smartphone,Android,14.0,7.011073020732527,At home,Mobile Data,36-41
61,Female,Facebook,United States,Urban,Marketer Manager,17206,False,False,240.0,17.0,Sports,299.8087860992866,5.06809149300772,143.71131255344636,25.773938795656463,52.70482860695771,Afternoon,22.40080942855694,4.816356029740797,Entertainment,Smartphone,Android,17.0,7.011073020732527,At school,Wi-Fi,60-65
47,Male,Instagram,United Kingdom,Rural,Software Engineer,17170,False,False,120.0,11.555555555555555,Sports,15.444444444444445,5.06809149300772,15.15,25.773938795656463,52.70482860695771,Evening,5.1,4.816356029740797,Habit,Smartphone,Android,14.0,7.011073020732527,Commuting,Mobile Data,42-47
55,non-binary,YouTube,Australia,Urban,Student,16207,True,False,420.0,14.0,Travel,182.95511411437167,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Night,25.119700715064823,4.816356029740797,Habit,Smartphone,iOS,21.0,7.011073020732527,At home,Wi-Fi,54-59
19,Male,YouTube,United States,Rural,Marketer Manager,12419,True,True,360.0,14.0,Travel,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Evening,25.119700715064823,4.816356029740797,Boredom,Smartphone,MacOS,14.0,7.011073020732527,At work,Mobile Data,18-23
38,Female,YouTube,Australia,Sub_Urban,Software Engineer,16240,True,True,60.0,14.0,Sports,182.95511411437172,5.06809149300772,118.35930041782684,25.773938795656463,52.70482860695771,Evening,23.39686494970305,4.816356029740797,Entertainment,Smartphone,Android,14.0,7.011073020732527,At home,Wi-Fi,36-41
50,non-binary,Instagram,United Kingdom,Rural,Software Engineer,11893,True,False,540.0,8.285714285714286,Sports,14.285714285714286,5.06809149300772,11.1,25.773938795656463,52.70482860695771,Morning,5.1,4.816356029740797,Habit,Smartphone,iOS,8.0,7.011073020732527,At school,Wi-Fi,48-53
29,non-binary,Facebook,Australia,Rural,Student,15322,True,False,540.0,17.0,Travel,299.8087860992867,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Afternoon,25.20095659738548,4.816356029740797,Habit,Smartphone,Android,17.0,7.011073020732527,At home,Mobile Data,24-29
39,Male,Instagram,Australia,Urban,Software Engineer,17718,True,False,120.0,9.4,Lifestlye,18.2,5.06809149300772,10.833333333333334,25.773938795656463,52.70482860695771,Night,4.5,4.816356029740797,Boredom,Tablet,iOS,21.0,7.011073020732527,Commuting,Mobile Data,36-41
61,Female,Facebook,Australia,Sub_Urban,Marketer Manager,16878,True,False,180.0,17.0,Lifestlye,299.80878609928664,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Evening,25.20095659738548,4.816356029740797,Entertainment,Smartphone,Android,14.0,7.011073020732527,At work,Mobile Data,60-65
42,Male,YouTube,Australia,Urban,Software Engineer,11125,True,False,300.0,14.0,Travel,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Evening,25.119700715064823,4.816356029740797,Entertainment,Tablet,iOS,14.0,7.011073020732527,At school,Mobile Data,42-47
44,non-binary,YouTube,Australia,Sub_Urban,Software Engineer,13117,False,False,300.0,14.0,Sports,182.95511411437167,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Night,25.119700715064823,4.816356029740797,Procrastination,Smartphone,Android,21.0,7.011073020732527,At home,Wi-Fi,42-47
59,Male,Facebook,United States,Urban,Marketer Manager,14161,False,False,60.0,17.0,Sports,299.8087860992867,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Night,25.20095659738548,4.816356029740797,Entertainment,Tablet,Android,21.0,7.011073020732527,At home,Mobile Data,54-59
45,Male,Facebook,United States,Rural,Software Engineer,14042,True,False,480.0,17.0,Lifestlye,299.80878609928664,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Afternoon,25.20095659738548,4.816356029740797,Boredom,Smartphone,iOS,17.0,7.011073020732527,At school,Wi-Fi,42-47
33,Female,Instagram,United States,Urban,Software Engineer,14433,False,True,480.0,8.8,Lifestlye,18.0,5.06809149300772,19.142857142857142,25.773938795656463,52.70482860695771,Night,3.857142857142857,4.816356029740797,Habit,Smartphone,Android,21.0,7.011073020732527,At home,Mobile Data,30-35
32,Female,YouTube,United Kingdom,Sub_Urban,Software Engineer,18638,True,True,240.0,14.0,Travel,182.95511411437172,5.06809149300772,101.581668985182,25.773938795656463,52.70482860695771,Afternoon,20.47669285774217,4.816356029740797,Boredom,Tablet,Android,17.0,7.011073020732527,Commuting,Mobile Data,30-35
64,non-binary,Instagram,Australia,Sub_Urban,Software Engineer,12658,True,True,420.0,10.2,Lifestlye,16.2,5.06809149300772,10.88888888888889,25.773938795656463,52.70482860695771,Evening,4.777777777777778,4.816356029740797,Boredom,Smartphone,Android,14.0,7.011073020732527,At work,Mobile Data,60-65
61,Male,Instagram,United States,Rural,Marketer Manager,13483,False,True,180.0,12.666666666666666,Travel,17.333333333333332,5.06809149300772,16.0,25.773938795656463,52.70482860695771,Evening,8.0,4.816356029740797,Habit,Smartphone,Android,14.0,7.011073020732527,At school,Mobile Data,60-65
20,Male,Instagram,United Kingdom,Sub_Urban,Software Engineer,12944,True,False,360.0,10.333333333333334,Lifestlye,13.666666666666666,5.06809149300772,12.166666666666666,25.773938795656463,52.70482860695771,Morning,4.666666666666667,4.816356029740797,Entertainment,Tablet,MacOS,8.0,7.011073020732527,At home,Mobile Data,18-23
54,Male,YouTube,United States,Urban,Marketer Manager,17210,True,True,540.0,14.0,Lifestlye,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Night,25.119700715064823,4.816356029740797,Entertainment,Tablet,Windows,21.0,7.011073020732527,At school,Mobile Data,54-59
24,non-binary,Instagram,United States,Rural,Software Engineer,17653,True,False,60.0,3.6666666666666665,Lifestlye,20.666666666666668,5.06809149300772,13.5,25.773938795656463,52.70482860695771,Evening,4.0,4.816356029740797,Boredom,Smartphone,iOS,14.0,7.011073020732527,Commuting,Mobile Data,24-29
38,non-binary,Instagram,Australia,Sub_Urban,Software Engineer,18787,True,True,300.0,12.142857142857142,Sports,14.571428571428571,5.06809149300772,12.27777777777778,25.773938795656463,52.70482860695771,Evening,4.777777777777778,4.816356029740797,Procrastination,Smartphone,Windows,14.0,7.011073020732527,At home,Mobile Data,36-41
26,Female,Instagram,United Kingdom,Sub_Urban,Software Engineer,11986,True,False,240.0,16.4,Sports,7.6,5.06809149300772,4.0,25.773938795656463,52.70482860695771,Afternoon,3.0,4.816356029740797,Procrastination,Smartphone,MacOS,17.0,7.011073020732527,At school,Mobile Data,24-29
56,Female,Instagram,Australia,Urban,Software Engineer,11074,True,False,480.0,11.0,Sports,17.11111111111111,5.06809149300772,14.538461538461538,25.773938795656463,52.70482860695771,Night,6.461538461538462,4.816356029740797,Entertainment,Tablet,Android,21.0,7.011073020732527,At work,Mobile Data,54-59
35,Female,Instagram,Australia,Urban,Marketer Manager,14305,True,True,60.0,5.0,Lifestlye,17.333333333333332,5.06809149300772,13.5,25.773938795656463,52.70482860695771,Evening,4.0,4.816356029740797,Boredom,Tablet,Android,14.0,7.011073020732527,At school,Wi-Fi,30-35
21,Male,Instagram,United States,Rural,Marketer Manager,13007,False,True,540.0,7.25,Travel,20.25,5.06809149300772,15.25,25.773938795656463,52.70482860695771,Afternoon,4.125,4.816356029740797,Procrastination,Smartphone,iOS,17.0,7.011073020732527,At home,Mobile Data,18-23
42,Male,YouTube,Australia,Sub_Urban,Marketer Manager,10969,False,False,360.0,14.0,Travel,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Afternoon,25.119700715064823,4.816356029740797,Entertainment,Tablet,Windows,17.0,7.011073020732527,At home,Wi-Fi,42-47
31,Female,Instagram,United Kingdom,Urban,Student,18772,True,False,240.0,7.0,Travel,12.833333333333334,5.06809149300772,4.0,25.773938795656463,52.70482860695771,Evening,3.0,4.816356029740797,Entertainment,Tablet,iOS,14.0,7.011073020732527,At home,Mobile Data,30-35
26,Male,Facebook,Australia,Rural,Software Engineer,12824,False,False,540.0,17.0,Travel,299.8087860992867,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Evening,25.20095659738548,4.816356029740797,Boredom,Tablet,MacOS,14.0,7.011073020732527,Commuting,Mobile Data,24-29
43,Female,Instagram,Australia,Sub_Urban,Software Engineer,11211,True,True,300.0,12.0,Sports,18.2,5.06809149300772,11.2,25.773938795656463,52.70482860695771,Afternoon,5.2,4.816356029740797,Procrastination,Computer,Android,17.0,7.011073020732527,At work,Mobile Data,42-47
19,non-binary,Instagram,Australia,Sub_Urban,Marketer Manager,10229,True,True,300.0,12.0,Sports,19.5,5.06809149300772,14.75,25.773938795656463,52.70482860695771,Evening,6.75,4.816356029740797,Habit,Smartphone,iOS,14.0,7.011073020732527,At home,Mobile Data,18-23
37,Female,YouTube,United States,Rural,Student,14284,True,False,300.0,14.0,Lifestlye,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Night,25.119700715064823,4.816356029740797,Boredom,Smartphone,Android,21.0,7.011073020732527,At home,Wi-Fi,36-41
45,non-binary,YouTube,United Kingdom,Rural,Software Engineer,13185,True,True,60.0,14.0,Lifestlye,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Afternoon,25.119700715064823,4.816356029740797,Entertainment,Smartphone,Android,17.0,7.011073020732527,At school,Mobile Data,42-47
64,Male,Facebook,United States,Urban,Marketer Manager,10501,False,False,60.0,17.0,Travel,299.8087860992867,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Afternoon,25.20095659738548,4.816356029740797,Habit,Smartphone,Android,17.0,7.011073020732527,At home,Mobile Data,60-65
24,Female,Facebook,United States,Sub_Urban,Software Engineer,10048,False,True,480.0,17.0,Sports,299.8087860992866,5.06809149300772,168.29518756316386,25.773938795656463,52.70482860695771,Night,25.20095659738548,4.816356029740797,Entertainment,Tablet,Android,21.0,7.011073020732527,At school,Mobile Data,24-29
61,Male,YouTube,United States,Sub_Urban,Software Engineer,13566,False,True,480.0,14.0,Travel,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Night,25.119700715064823,4.816356029740797,Habit,Smartphone,iOS,21.0,7.011073020732527,At home,Mobile Data,60-65
25,non-binary,YouTube,United States,Sub_Urban,Marketer Manager,13055,False,True,360.0,14.0,Lifestlye,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Afternoon,25.119700715064823,4.816356029740797,Entertainment,Smartphone,iOS,17.0,7.011073020732527,At home,Wi-Fi,24-29
64,non-binary,Instagram,United States,Rural,Marketer Manager,18880,True,True,240.0,10.2,Lifestlye,16.2,5.06809149300772,4.0,25.773938795656463,52.70482860695771,Afternoon,3.0,4.816356029740797,Procrastination,Smartphone,Android,17.0,7.011073020732527,Commuting,Wi-Fi,60-65
52,non-binary,YouTube,United Kingdom,Urban,Software Engineer,10386,False,True,120.0,14.0,Travel,182.95511411437167,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Evening,25.119700715064823,4.816356029740797,Habit,Computer,Android,14.0,7.011073020732527,At school,Mobile Data,48-53
31,Male,Facebook,Australia,Sub_Urban,Software Engineer,10969,True,False,120.0,17.0,Lifestlye,299.80878609928664,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Evening,25.20095659738548,4.816356029740797,Boredom,Computer,iOS,14.0,7.011073020732527,Commuting,Wi-Fi,30-35
34,Male,Instagram,United States,Rural,Marketer Manager,19197,True,False,540.0,10.0,Travel,15.2,5.06809149300772,16.142857142857142,25.773938795656463,52.70482860695771,Afternoon,6.285714285714286,4.816356029740797,Entertainment,Smartphone,Android,17.0,7.011073020732527,At school,Mobile Data,30-35
53,Male,Facebook,United States,Sub_Urban,Software Engineer,15820,False,True,300.0,17.0,Sports,299.8087860992867,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Afternoon,25.20095659738548,4.816356029740797,Habit,Smartphone,MacOS,17.0,7.011073020732527,At home,Mobile Data,48-53
57,Male,Instagram,United Kingdom,Urban,Software Engineer,13052,True,False,240.0,12.0,Travel,17.0,5.06809149300772,4.0,25.773938795656463,52.70482860695771,Evening,3.0,4.816356029740797,Boredom,Smartphone,Android,14.0,7.011073020732527,Commuting,Mobile Data,54-59
21,non-binary,YouTube,United Kingdom,Sub_Urban,Marketer Manager,17397,False,False,60.0,14.0,Sports,182.95511411437167,5.06809149300772,118.35930041782684,25.773938795656463,52.70482860695771,Evening,23.39686494970305,4.816356029740797,Boredom,Smartphone,MacOS,14.0,7.011073020732527,At home,Mobile Data,18-23
19,non-binary,Facebook,Australia,Urban,Software Engineer,12302,False,True,420.0,17.0,Sports,299.8087860992867,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Night,25.20095659738548,4.816356029740797,Habit,Smartphone,MacOS,21.0,7.011073020732527,At home,Wi-Fi,18-23
23,Female,Instagram,United Kingdom,Urban,Software Engineer,12283,False,False,180.0,7.5,Lifestlye,14.25,5.06809149300772,16.0,25.773938795656463,52.70482860695771,Evening,8.0,4.816356029740797,Habit,Computer,Android,14.0,7.011073020732527,At home,Mobile Data,18-23
59,Female,Instagram,Australia,Sub_Urban,Student,19799,False,True,360.0,7.333333333333333,Lifestlye,20.0,5.06809149300772,12.333333333333334,25.773938795656463,52.70482860695771,Afternoon,5.0,4.816356029740797,Entertainment,Tablet,iOS,17.0,7.011073020732527,At school,Mobile Data,54-59
21,Male,YouTube,United States,Sub_Urban,Marketer Manager,14366,False,False,300.0,14.0,Lifestlye,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Night,25.119700715064823,4.816356029740797,Boredom,Smartphone,Windows,21.0,7.011073020732527,At home,Wi-Fi,18-23
46,non-binary,YouTube,United States,Urban,Student,10122,True,False,300.0,14.0,Travel,182.95511411437167,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Evening,25.119700715064823,4.816356029740797,Entertainment,Computer,Windows,14.0,7.011073020732527,At school,Mobile Data,42-47
35,non-binary,YouTube,Australia,Rural,Student,16799,False,False,300.0,14.0,Travel,182.95511411437167,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Night,25.119700715064823,4.816356029740797,Boredom,Smartphone,Android,21.0,7.011073020732527,At home,Mobile Data,30-35
43,non-binary,Facebook,United Kingdom,Urban,Student,19472,False,False,60.0,17.0,Lifestlye,299.80878609928664,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Night,25.20095659738548,4.816356029740797,Procrastination,Computer,MacOS,21.0,7.011073020732527,At school,Mobile Data,42-47
61,Female,Instagram,Australia,Sub_Urban,Software Engineer,13727,True,False,60.0,12.666666666666666,Travel,17.333333333333332,5.06809149300772,13.5,25.773938795656463,52.70482860695771,Night,4.0,4.816356029740797,Habit,Smartphone,Android,21.0,7.011073020732527,At home,Mobile Data,60-65
51,Female,YouTube,United Kingdom,Sub_Urban,Software Engineer,18450,False,False,180.0,14.0,Lifestlye,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Night,25.119700715064823,4.816356029740797,Procrastination,Smartphone,Android,21.0,7.011073020732527,Commuting,Wi-Fi,48-53
27,non-binary,Facebook,United States,Rural,Student,19139,False,False,240.0,17.0,Travel,299.8087860992867,5.06809149300772,143.71131255344636,25.773938795656463,52.70482860695771,Afternoon,22.40080942855694,4.816356029740797,Procrastination,Tablet,Android,17.0,7.011073020732527,Commuting,Mobile Data,24-29
53,non-binary,Facebook,United Kingdom,Urban,Student,14958,True,True,300.0,17.0,Sports,299.8087860992867,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Evening,25.20095659738548,4.816356029740797,Boredom,Smartphone,iOS,14.0,7.011073020732527,At school,Wi-Fi,48-53
31,non-binary,Facebook,Australia,Urban,Student,10524,True,True,120.0,17.0,Sports,299.8087860992867,5.06809149300772,168.29518756316386,25.773938795656463,52.70482860695771,Night,25.20095659738548,4.816356029740797,Habit,Tablet,Windows,21.0,7.011073020732527,At school,Mobile Data,30-35
48,Female,YouTube,Australia,Urban,Software Engineer,19079,False,True,480.0,14.0,Lifestlye,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Evening,25.119700715064823,4.816356029740797,Habit,Smartphone,Android,14.0,7.011073020732527,At home,Mobile Data,48-53
32,non-binary,YouTube,United States,Sub_Urban,Student,18399,True,True,120.0,14.0,Travel,182.95511411437167,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Afternoon,25.119700715064823,4.816356029740797,Entertainment,Smartphone,Android,17.0,7.011073020732527,At school,Mobile Data,30-35
25,non-binary,Instagram,United Kingdom,Urban,Student,10148,False,False,540.0,7.714285714285714,Travel,16.714285714285715,5.06809149300772,17.15,25.773938795656463,52.70482860695771,Evening,5.0,4.816356029740797,Entertainment,Smartphone,MacOS,14.0,7.011073020732527,Commuting,Mobile Data,24-29
31,Male,Instagram,United Kingdom,Rural,Marketer Manager,18001,True,False,120.0,7.0,Sports,12.833333333333334,5.06809149300772,12.11111111111111,25.773938795656463,52.70482860695771,Afternoon,4.888888888888889,4.816356029740797,Boredom,Smartphone,Android,17.0,7.011073020732527,At work,Mobile Data,30-35
40,Male,YouTube,United Kingdom,Sub_Urban,Marketer Manager,10437,False,False,540.0,14.0,Sports,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Night,25.119700715064823,4.816356029740797,Boredom,Tablet,iOS,21.0,7.011073020732527,At home,Wi-Fi,36-41
57,Female,Facebook,United States,Sub_Urban,Software Engineer,13749,False,True,420.0,17.0,Lifestlye,299.80878609928664,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Night,25.20095659738548,4.816356029740797,Entertainment,Smartphone,iOS,21.0,7.011073020732527,At home,Wi-Fi,54-59
38,non-binary,Facebook,United Kingdom,Urban,Marketer Manager,18186,False,True,480.0,17.0,Sports,299.8087860992867,5.06809149300772,168.29518756316386,25.773938795656463,52.70482860695771,Night,25.20095659738548,4.816356029740797,Habit,Computer,iOS,21.0,7.011073020732527,At home,Wi-Fi,36-41
33,non-binary,Facebook,Australia,Rural,Marketer Manager,14453,True,True,120.0,17.0,Lifestlye,299.80878609928664,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Night,25.20095659738548,4.816356029740797,Entertainment,Computer,MacOS,21.0,7.011073020732527,At home,Mobile Data,30-35
62,Male,Instagram,United Kingdom,Sub_Urban,Marketer Manager,15336,False,False,420.0,14.2,Sports,17.0,5.06809149300772,12.357142857142858,25.773938795656463,52.70482860695771,Night,5.428571428571429,4.816356029740797,Boredom,Smartphone,MacOS,21.0,7.011073020732527,At work,Mobile Data,60-65
35,Female,Facebook,United States,Sub_Urban,Software Engineer,14551,True,True,360.0,17.0,Sports,299.8087860992866,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Night,25.20095659738548,4.816356029740797,Entertainment,Smartphone,Android,21.0,7.011073020732527,At school,Wi-Fi,30-35
64,Male,Instagram,United Kingdom,Urban,Marketer Manager,12823,False,False,240.0,10.2,Travel,16.2,5.06809149300772,4.0,25.773938795656463,52.70482860695771,Afternoon,3.0,4.816356029740797,Boredom,Tablet,Android,17.0,7.011073020732527,At school,Mobile Data,60-65
41,Male,Instagram,United Kingdom,Urban,Software Engineer,15728,False,True,420.0,11.7,Sports,14.8,5.06809149300772,13.0,25.773938795656463,52.70482860695771,Night,4.909090909090909,4.816356029740797,Boredom,Smartphone,iOS,21.0,7.011073020732527,Commuting,Wi-Fi,36-41
43,Male,Facebook,Australia,Rural,Student,18677,False,False,240.0,17.0,Sports,299.8087860992867,5.06809149300772,143.71131255344636,25.773938795656463,52.70482860695771,Night,22.40080942855694,4.816356029740797,Habit,Smartphone,Android,21.0,7.011073020732527,At school,Mobile Data,42-47
42,Male,Facebook,United Kingdom,Urban,Marketer Manager,18391,False,True,120.0,17.0,Lifestlye,299.80878609928664,5.06809149300772,168.2951875631639,25.773938795656463,52.70482860695771,Night,25.20095659738548,4.816356029740797,Boredom,Tablet,iOS,21.0,7.011073020732527,At work,Wi-Fi,42-47
62,non-binary,YouTube,Australia,Rural,Software Engineer,11982,False,False,420.0,14.0,Sports,182.95511411437167,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Evening,25.119700715064823,4.816356029740797,Habit,Computer,iOS,14.0,7.011073020732527,At work,Wi-Fi,60-65
58,non-binary,YouTube,Australia,Sub_Urban,Marketer Manager,16996,True,True,480.0,14.0,Lifestlye,182.95511411437172,5.06809149300772,127.1561696807366,25.773938795656463,52.70482860695771,Morning,25.119700715064823,4.816356029740797,Habit,Smartphone,Android,8.0,7.011073020732527,At home,Wi-Fi,54-59
46,Male,Facebook,United States,Rural,Student,19663,True,True,120.0,17.0,Sports,299.8087860992867,5.06809149300772,168.29518756316386,25.773938795656463,52.70482860695771,Evening,25.20095659738548,4.816356029740797,Boredom,Smartphone,iOS,14.0,7.011073020732527,At home,Wi-Fi,42-47
32,Female,Instagram,Australia,Rural,Software Engineer,12311,True,False,300.0,7.333333333333333,Sports,3.333333333333333,5.06809149300772,10.333333333333334,25.773938795656463,52.70482860695771,Afternoon,4.0,4.816356029740797,Entertainment,Tablet,Android,17.0,7.011073020732527,At work,Mobile Data,30-35
62,Female,Instagram,Australia,Rural,Software Engineer,17225,False,False,60.0,14.2,Lifestlye,17.0,5.06809149300772,13.5,25.773938795656463,52.70482860695771,Night,4.0,4.816356029740797,Entertainment,Smartphone,Android,21.0,7.011073020732527,At work,Wi-Fi,60-65
18,Female,Instagram,United States,Sub_Urban,Software Engineer,19713,False,True,420.0,12.0,Travel,13.4,5.06809149300772,15.375,25.773938795656463,52.70482860695771,Evening,5.875,4.816356029740797,Boredom,Tablet,iOS,14.0,7.011073020732527,At home,Wi-Fi,18-23
